temporada;time;adversario;fase;cf;posicao;Jogador;frequencia ;Min;Pts C;Pts T;Arc;Art;3P C;3P T;2P C;2P T;LL C;LL T;O;D;RT;AS;BR;TO;FC;FR;ER;EN
8;2;5;1;1;0;1;1;;80;187;24;64;8;28;16;36;24;31;8;18;26;15;5;2;29;0;10;0
8;5;2;1;2;1;Valtinho;1;37,22;22;30;6;9;5;6;1;3;5;6;2;8;10;3;3;0;3;0;3;0
8;5;2;1;2;3;Alex Garcia;1;34,19;19;52;5;14;0;7;5;7;9;17;0;3;3;4;1;0;4;0;3;0
8;5;2;1;2;3;Arthur 3;1;32,25;18;29;6;10;2;4;4;6;4;5;0;2;2;1;1;0;3;0;4;1
8;5;2;1;2;5;Estevam;1;25,34;9;18;3;7;0;0;3;7;3;4;0;6;6;0;0;3;3;0;2;1
8;5;2;1;2;3;Diego 1;1;22,55;7;13;2;4;1;1;1;3;2;4;2;1;3;3;0;1;1;0;1;0
8;5;2;1;2;5;David;1;20,27;0;2;0;1;0;0;0;1;0;0;0;6;6;1;1;0;5;0;1;0
8;5;2;1;2;5;Mineiro;1;14,25;6;6;1;1;0;0;1;1;4;4;1;3;4;0;0;0;4;0;0;0
8;5;2;1;2;4;Cipriano;1;9,3;5;7;1;2;1;1;0;1;2;2;0;1;1;0;0;1;4;0;0;0
8;5;2;1;2;1;Ratto;1;2,37;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
8;5;2;1;2;3;Rossi;1;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;5;2;1;2;6;Tchielo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;5;2;1;2;0;1;1;;86;157;24;48;9;19;15;29;29;42;5;30;35;14;6;5;27;0;14;2
8;2;7;1;1;1;Ricardo;1;35,2;16;25;6;9;1;2;5;7;3;5;0;2;2;5;0;0;1;0;1;0
8;2;7;1;1;5;Rodrigo Bahia;1;35,16;17;29;8;13;1;3;7;10;0;0;1;7;8;2;0;1;2;0;1;1
8;2;7;1;1;4;Mosso;1;30,19;9;23;1;5;0;2;1;3;7;11;3;7;10;0;2;1;3;0;0;1
8;2;7;1;1;3;Feliz 2;1;30;21;30;7;10;2;4;5;6;5;6;1;3;4;0;2;2;5;0;2;0
8;2;7;1;1;1;Jorginho 3;1;27,1;10;22;4;8;1;4;3;4;1;2;0;0;0;4;0;0;3;0;3;1
8;2;7;1;1;3;Nilo Jr,;1;25,32;9;19;4;8;0;2;4;6;1;1;2;1;3;1;0;0;2;0;3;0
8;2;7;1;1;3;Perez;1;14,38;3;12;1;4;1;4;0;0;0;0;0;0;0;2;1;0;2;0;0;0
8;2;7;1;1;1;F, Reis;1;1,4;3;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
8;2;7;1;1;6;Danilo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;7;1;1;5;Darlan;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;7;1;1;6;Flavio;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;7;1;1;6;Henrique;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;7;1;1;0;1;1;;88;163;32;58;7;22;25;36;17;25;7;20;27;14;5;4;19;0;10;3
8;7;2;1;2;3;Marcelinho;1;33,09;25;49;7;16;3;8;4;8;8;9;0;3;3;0;1;0;2;0;3;0
8;7;2;1;2;2;Halio;1;28,17;19;28;8;11;2;4;6;7;1;2;2;0;2;6;0;0;1;0;0;0
8;7;2;1;2;4;Jefferson W,;1;27,58;12;20;4;8;2;2;2;6;2;2;0;6;6;2;1;0;2;0;1;0
8;7;2;1;2;2;Duda Machado;1;23,55;10;21;4;8;2;5;2;3;0;0;0;1;1;1;1;1;5;0;6;0
8;7;2;1;2;1;Fred;1;23;9;19;3;7;1;3;2;4;2;2;0;1;1;8;1;0;2;0;0;0
8;7;2;1;2;5;Coloneze;1;19,53;8;10;3;4;0;0;3;4;2;2;1;3;4;0;1;0;2;0;1;0
8;7;2;1;2;5;Fernando Mineiro;1;18,52;16;20;6;8;3;3;3;5;1;1;2;4;6;2;1;0;1;0;1;0
8;7;2;1;2;5;Wagner;1;16,58;3;8;0;2;0;0;0;2;3;4;2;3;5;1;0;0;2;0;1;0
8;7;2;1;2;5;Alírio;1;7,34;2;4;1;2;0;0;1;2;0;0;1;1;2;0;0;0;3;0;1;1
8;7;2;1;2;6;Ian;1;0,19;2;2;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
8;7;2;1;2;5;Babby;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;7;2;1;2;0;1;1;;106;181;37;67;13;25;24;42;19;22;8;22;30;20;6;1;20;0;14;1
8;2;16;1;1;4;Mosso;1;38,24;13;23;4;7;1;4;3;3;4;5;4;12;16;3;0;1;2;0;1;0
8;2;16;1;1;3;Feliz 2;1;33,24;7;20;1;6;0;3;1;3;5;5;1;3;4;1;0;0;2;0;1;1
8;2;16;1;1;5;Rodrigo Bahia;1;30,07;12;27;6;13;0;0;6;13;0;1;6;4;10;1;1;1;4;0;2;1
8;2;16;1;1;1;Ricardo;1;30;18;33;7;12;1;5;6;7;3;4;0;1;1;6;3;0;4;0;1;0
8;2;16;1;1;1;Jorginho 3;1;27,43;15;35;4;12;0;3;4;9;7;8;0;2;2;1;2;2;2;0;1;1
8;2;16;1;1;3;Nilo Jr,;1;14,31;6;16;3;7;0;2;3;5;0;0;0;0;0;0;0;0;2;0;1;0
8;2;16;1;1;1;F, Reis;1;12,37;3;8;1;3;1;2;0;1;0;0;0;1;1;2;0;0;4;0;0;0
8;2;16;1;1;3;Perez;1;9,06;0;5;0;2;0;1;0;1;0;0;2;0;2;1;1;0;2;0;0;0
8;2;16;1;1;5;Darlan;1;4,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
8;2;16;1;1;6;Danilo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;16;1;1;6;Flavio;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;16;1;1;6;Henrique;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;16;1;1;0;1;1;;74;167;26;62;3;20;23;42;19;23;13;23;36;15;7;4;23;0;7;3
8;16;2;1;2;5;Murilo 1;1;40;22;30;8;11;0;0;8;11;6;8;4;12;16;0;0;2;2;0;5;1
8;16;2;1;2;4;Shipp;1;33,16;21;28;7;9;2;3;5;6;5;7;2;5;7;2;0;0;2;0;4;0
8;16;2;1;2;2;Luiz Felipe;1;31,55;9;20;4;8;1;4;3;4;0;0;1;1;2;3;0;0;2;0;1;0
8;16;2;1;2;1;Sucatzky;1;30,06;13;22;3;7;1;2;2;5;6;6;0;3;3;5;1;0;0;0;3;0
8;16;2;1;2;5;Ricardo Probst;1;28,04;9;20;4;9;0;1;4;8;1;1;2;3;5;0;1;0;4;0;2;0
8;16;2;1;2;3;Charles;1;13,04;0;6;0;3;0;0;0;3;0;0;0;3;3;0;0;0;0;0;0;0
8;16;2;1;2;4;Soro;1;11,43;3;15;1;5;1;5;0;0;0;0;1;0;1;0;0;0;2;0;0;0
8;16;2;1;2;4;Leandro Silva;1;11,36;2;8;1;3;0;2;1;1;0;0;0;2;2;0;0;2;5;0;1;1
8;16;2;1;2;5;Andre;1;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;16;2;1;2;4;Guilherme 1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;16;2;1;2;1;Raulzinho;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;16;2;1;2;4;Rodrigo Silva;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;16;2;1;2;0;1;1;;79;149;28;55;5;17;23;38;18;22;10;29;39;10;2;4;17;0;16;2
8;2;13;1;1;5;Rodrigo Bahia;1;38,55;13;26;4;10;0;1;4;9;5;5;2;2;4;3;2;1;4;0;4;0
8;2;13;1;1;3;Alfredo;1;26,38;13;25;4;7;2;5;2;2;3;6;1;0;1;2;0;0;2;0;2;0
8;2;13;1;1;3;Nilo Jr,;1;26,25;0;11;0;5;0;1;0;4;0;0;0;4;4;2;0;1;1;0;2;0
8;2;13;1;1;1;Jorginho 3;1;25,13;8;21;3;7;1;5;2;2;1;2;1;3;4;0;0;0;3;0;3;1
8;2;13;1;1;1;F, Reis;1;20,22;2;10;1;4;0;2;1;2;0;0;1;3;4;3;1;0;1;0;1;0
8;2;13;1;1;3;Perez;1;19,04;9;16;2;4;1;2;1;2;4;6;1;2;3;1;2;0;3;0;1;0
8;2;13;1;1;3;Feliz 2;1;17,13;12;17;4;6;2;3;2;3;2;2;0;0;0;0;2;1;4;0;0;0
8;2;13;1;1;4;Mosso;1;14,55;3;12;1;4;0;2;1;2;1;2;3;5;8;0;0;1;0;0;1;0
8;2;13;1;1;1;Ricardo;1;11,08;3;13;1;5;1;2;0;3;0;1;0;0;0;0;0;0;1;0;0;0
8;2;13;1;1;6;Danilo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;13;1;1;6;Flavio;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;13;1;1;6;Henrique;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;13;1;1;0;1;1;;63;151;20;52;7;23;13;29;16;24;9;19;28;11;7;4;19;0;14;1
8;13;2;1;2;1;Nezinho;1;36,25;16;28;5;9;4;8;1;1;2;2;0;1;1;6;1;1;4;0;4;1
8;13;2;1;2;2;Betinho;1;33,16;11;21;4;8;2;3;2;5;1;2;1;6;7;2;4;0;4;0;2;1
8;13;2;1;2;3;Renato Lamas;1;32,22;2;11;0;4;0;1;0;3;2;2;0;2;2;3;2;0;2;0;0;0
8;13;2;1;2;4;Teichmann;1;29,46;16;21;8;10;0;0;8;10;0;1;1;6;7;2;2;4;4;0;3;2
8;13;2;1;2;5;B, Fiorotto;1;22,07;13;19;6;9;0;0;6;9;1;1;1;4;5;1;0;0;3;0;1;0
8;13;2;1;2;6;Luís Fernando;1;17,52;7;14;3;6;0;0;3;6;1;2;1;0;1;0;0;0;4;0;2;0
8;13;2;1;2;3;Edu Mariano;1;16,43;9;10;3;3;2;2;1;1;1;2;0;3;3;1;0;0;2;0;1;0
8;13;2;1;2;1;Eric Tatu;1;10,16;1;8;0;2;0;2;0;0;1;2;0;2;2;0;1;0;0;0;1;0
8;13;2;1;2;3;Isaac;1;1,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;13;2;1;2;6;Caco;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;13;2;1;2;6;Luis Fernando;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;13;2;1;2;6;Rafa;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;13;2;1;2;0;1;1;;75;132;29;51;8;16;21;35;9;14;4;24;28;15;10;5;23;0;14;4
8;2;23;1;1;4;Mosso;1;35,37;10;22;4;8;1;4;3;4;1;2;2;10;12;2;0;3;1;0;1;0
8;2;23;1;1;5;Rodrigo Bahia;1;34,32;13;35;6;15;1;3;5;12;0;2;3;5;8;0;0;2;0;0;1;1
8;2;23;1;1;3;Alfredo;1;32,02;11;19;4;7;1;3;3;4;2;2;0;4;4;2;0;0;2;0;2;0
8;2;23;1;1;1;Ricardo;1;26,42;17;17;4;4;1;1;3;3;8;8;0;2;2;1;3;0;2;0;3;0
8;2;23;1;1;3;Feliz 2;1;25,21;3;10;1;4;1;2;0;2;0;0;0;3;3;0;0;0;2;0;0;0
8;2;23;1;1;1;Jorginho 3;1;19,25;6;18;3;8;0;2;3;6;0;0;1;0;1;0;0;0;1;0;1;1
8;2;23;1;1;1;F, Reis;1;16,28;1;7;0;2;0;2;0;0;1;1;0;0;0;2;0;0;3;0;0;0
8;2;23;1;1;3;Nilo Jr,;1;9,49;2;4;1;2;0;0;1;2;0;0;2;3;5;0;0;1;3;0;2;0
8;2;23;1;1;5;Darlan;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;23;1;1;6;Flavio;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;23;1;1;6;Henrique;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;23;1;1;3;Perez;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;23;1;1;0;1;1;;63;132;23;50;5;17;18;33;12;15;8;27;35;7;3;6;14;0;10;2
8;23;2;1;2;1;Thiaguinho 3;1;39;11;24;4;9;1;4;3;5;2;2;0;3;3;2;1;0;1;0;3;0
8;23;2;1;2;6;Di;1;35;12;21;5;9;2;3;3;6;0;0;0;3;3;4;1;0;2;0;0;0
8;23;2;1;2;1;Ricardo 5;1;34,15;5;17;2;6;0;3;2;3;1;2;1;1;2;5;2;0;2;0;0;0
8;23;2;1;2;6;Anderson;1;23,23;13;19;4;6;0;0;4;6;5;7;3;3;6;1;2;0;4;0;2;0
8;23;2;1;2;5;Joao Victor;1;20,04;5;17;1;6;0;1;1;5;3;4;3;3;6;0;0;0;3;0;1;0
8;23;2;1;2;3;Mudo;1;14,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
8;23;2;1;2;5;Paulao 1;1;13,19;6;18;3;8;0;0;3;8;0;2;3;4;7;0;0;1;2;0;2;0
8;23;2;1;2;3;Fabricio;1;11,45;3;8;1;3;1;2;0;1;0;0;0;2;2;1;0;0;1;0;1;0
8;23;2;1;2;1;Telmo;1;9,08;5;7;2;3;1;1;1;2;0;0;0;0;0;0;0;0;1;0;2;0
8;23;2;1;2;1;Mateus;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;23;2;1;2;3;Pastor;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;23;2;1;2;0;1;1;;60;131;22;50;5;14;17;36;11;17;10;19;29;13;6;1;18;0;11;0
8;2;11;1;1;1;Ricardo;1;41,32;23;41;5;11;2;4;3;7;11;15;0;2;2;2;0;0;3;0;2;0
8;2;11;1;1;5;Rodrigo Bahia;1;35,58;16;25;8;12;0;0;8;12;0;1;3;4;7;3;0;0;4;0;0;0
8;2;11;1;1;3;Perez;1;35,22;19;30;5;8;4;6;1;2;5;8;0;6;6;2;1;0;3;0;2;0
8;2;11;1;1;4;Mosso;1;26,28;18;25;5;8;4;4;1;4;4;5;3;5;8;1;2;2;5;0;3;0
8;2;11;1;1;1;Jorginho 3;1;26,01;10;25;4;10;0;3;4;7;2;2;1;2;3;0;1;1;3;0;2;1
8;2;11;1;1;3;Feliz 2;1;22,16;4;16;1;5;0;4;1;1;2;2;0;4;4;3;0;1;1;0;1;0
8;2;11;1;1;1;F, Reis;1;20;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;3;0;1;0
8;2;11;1;1;3;Nilo Jr,;1;11,16;2;4;1;2;0;0;1;2;0;0;0;0;0;0;0;0;1;0;1;0
8;2;11;1;1;5;Darlan;1;6,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
8;2;11;1;1;6;Danilo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;11;1;1;6;Flavio;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;11;1;1;6;Henrique;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;11;1;1;0;1;1;;94;168;29;56;10;21;19;35;26;35;7;23;30;11;4;4;25;0;12;1
8;11;2;1;2;3;Audrei;1;45;23;45;6;13;2;5;4;8;9;14;0;3;3;1;2;0;2;0;2;1
8;11;2;1;2;1;Bruninho;1;35,39;15;26;5;9;2;4;3;5;3;4;0;2;2;10;4;0;1;0;2;0
8;11;2;1;2;1;Thulius;1;35,22;18;29;6;11;0;1;6;10;6;6;4;6;10;3;0;1;4;0;3;1
8;11;2;1;2;3;Buboltz;1;29;13;18;5;7;1;1;4;6;2;3;1;4;5;3;0;0;3;0;0;0
8;11;2;1;2;1;Marcio 6;1;28,3;6;9;2;3;1;2;1;1;1;1;2;3;5;2;0;0;3;0;2;0
8;11;2;1;2;1;Sabbag;1;16;8;10;4;5;0;0;4;5;0;0;0;1;1;0;1;0;3;0;0;0
8;11;2;1;2;4;Cristiano;1;15,04;2;9;1;4;0;1;1;3;0;0;1;1;2;0;0;0;4;0;0;0
8;11;2;1;2;1;Diguinho;1;15,04;2;15;1;6;0;3;1;3;0;0;1;0;1;1;1;0;2;0;0;0
8;11;2;1;2;1;Ildes;1;5,19;0;6;0;2;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0
8;11;2;1;2;6;Alexandre;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;11;2;1;2;0;1;1;;87;167;30;60;6;19;24;41;21;28;9;20;29;20;8;1;25;0;9;2
8;2;10;1;1;4;Mosso;1;40;28;39;10;13;2;4;8;9;6;9;2;11;13;1;3;1;3;0;2;1
8;2;10;1;1;5;Rodrigo Bahia;1;40;19;30;8;12;1;3;7;9;2;3;0;10;10;1;0;0;5;0;2;2
8;2;10;1;1;1;Jorginho 3;1;35,52;10;21;2;5;1;1;1;4;5;10;0;3;3;6;3;2;4;0;3;0
8;2;10;1;1;3;Perez;1;32,4;5;20;1;6;1;5;0;1;2;3;0;3;3;4;1;0;3;0;4;0
8;2;10;1;1;1;Ricardo;1;31,13;7;20;3;7;0;3;3;4;1;3;0;1;1;0;0;0;2;0;2;0
8;2;10;1;1;3;Feliz 2;1;13,06;7;10;2;3;2;2;0;1;1;2;0;1;1;0;0;1;0;0;0;0
8;2;10;1;1;3;Nilo Jr,;1;7,07;0;5;0;2;0;1;0;1;0;0;0;0;0;2;0;0;0;0;2;0
8;2;10;1;1;6;Danilo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;10;1;1;5;Darlan;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;10;1;1;1;F, Reis;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;10;1;1;6;Flavio;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;10;1;1;6;Henrique;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;2;10;1;1;0;1;1;;76;145;26;48;7;19;19;29;17;30;2;29;31;14;7;4;17;0;15;3
8;10;2;1;2;5;J, Sobral;1;40;28;46;11;18;6;10;5;8;0;0;0;7;7;3;2;1;4;0;4;0
8;10;2;1;2;6;Manteguinha;1;40;25;41;8;15;5;7;3;8;4;4;1;3;4;9;1;0;1;0;2;0
8;10;2;1;2;3;Andre 1;1;27,4;11;12;3;3;2;2;1;1;3;4;0;1;1;0;3;0;2;0;1;0
8;10;2;1;2;5;Tiagao;1;25,31;9;16;3;6;0;0;3;6;3;4;1;3;4;1;0;0;4;0;2;1
8;10;2;1;2;3;Williams;1;20,49;1;6;0;2;0;0;0;2;1;2;0;0;0;0;0;0;2;0;1;0
8;10;2;1;2;6;Fabio Catarina;1;17,53;7;11;3;4;1;2;2;2;0;1;0;5;5;1;1;0;3;0;3;0
8;10;2;1;2;4;Viegas;1;13,36;3;8;1;3;1;2;0;1;0;0;0;2;2;1;0;0;1;0;0;0
8;10;2;1;2;5;Adriano 7;1;13,22;3;4;1;1;0;0;1;1;1;2;0;2;2;0;2;1;4;0;1;0
8;10;2;1;2;4;Olivia;1;1,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;10;2;1;2;1;Espiga;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;10;2;1;2;6;Fabiano;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;10;2;1;2;6;Rômulo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;10;2;1;2;0;1;1;;87;144;30;52;15;23;15;29;12;17;2;23;25;15;9;2;21;0;14;1
8;3;20;1;1;2;F, Fischer;1;37,55;26;30;9;11;4;4;5;7;4;4;0;1;1;1;0;0;2;0;1;0
8;3;20;1;1;1;Larry;1;36,42;28;46;9;16;1;3;8;13;9;11;0;9;9;6;5;1;4;0;2;0
8;3;20;1;1;5;Daniel Fila;1;30,36;6;18;3;9;0;0;3;9;0;0;3;4;7;0;0;1;5;0;1;0
8;3;20;1;1;3;Alex 1;1;30,16;12;28;5;11;2;6;3;5;0;0;0;2;2;1;0;0;5;0;4;1
8;3;20;1;1;4;Ricardo Azevedo;1;25,13;5;13;2;5;1;3;1;2;0;0;0;4;4;3;0;1;2;0;1;1
8;3;20;1;1;1;Maozao;1;17,42;6;6;2;2;0;0;2;2;2;2;0;2;2;0;0;1;1;0;0;0
8;3;20;1;1;1;Otavio;1;11,18;0;3;0;1;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0
8;3;20;1;1;4;Renato C,;1;10,16;5;13;1;5;0;0;1;5;3;3;0;1;1;0;0;0;2;0;0;0
8;3;20;1;1;4;Everton;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;3;20;1;1;3;Gaúcho;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;3;20;1;1;3;Gui Deodato;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;3;20;1;1;0;1;1;;88;157;31;60;8;17;23;43;18;20;4;23;27;12;5;4;22;0;9;2
8;20;3;1;2;3;Marquinhos;1;40;22;40;5;11;3;9;2;2;9;9;0;3;3;4;0;0;2;0;2;0
8;20;3;1;2;4;Olivinha;1;34,52;17;28;6;10;0;1;6;9;5;7;4;3;7;2;2;0;2;0;1;0
8;20;3;1;2;2;Benite;1;30;13;21;5;8;3;5;2;3;0;0;0;2;2;4;1;0;4;0;0;0
8;20;3;1;2;5;Morro;1;30;10;20;4;8;0;1;4;7;2;3;0;7;7;2;0;0;2;0;4;1
8;20;3;1;2;3;Bruno Mortari;1;17,58;4;13;1;4;1;3;0;1;1;2;1;0;1;1;0;0;2;0;0;0
8;20;3;1;2;3;Fusco;1;14,58;8;13;3;4;1;1;2;3;1;4;0;2;2;2;0;0;4;0;0;0
8;20;3;1;2;5;Josuel;1;10;5;5;2;2;1;1;1;1;0;0;0;2;2;0;0;0;0;0;1;0
8;20;3;1;2;1;Thiaguinho 4;1;10;0;5;0;1;0;1;0;0;0;2;0;0;0;0;0;0;1;0;1;0
8;20;3;1;2;3;Filipin;1;7,01;3;6;1;2;1;2;0;0;0;0;1;0;1;0;0;0;1;0;2;0
8;20;3;1;2;5;Daniel Conti;1;5,07;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0
8;20;3;1;2;6;Rodrigo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;20;3;1;2;0;1;1;;82;151;27;50;10;24;17;26;18;27;6;21;27;15;3;0;19;0;11;1
8;3;19;1;1;1;Larry;1;37,37;25;40;8;14;1;3;7;11;8;9;2;6;8;7;5;2;2;0;0;0
8;3;19;1;1;2;F, Fischer;1;32,35;25;38;9;14;6;9;3;5;1;1;2;2;4;1;1;0;2;0;2;0
8;3;19;1;1;3;Alex 1;1;32,31;12;24;5;10;2;4;3;6;0;0;3;1;4;4;0;0;1;0;1;0
8;3;19;1;1;4;Ricardo Azevedo;1;28,42;8;25;3;9;2;5;1;4;0;2;2;3;5;2;0;1;4;0;4;0
8;3;19;1;1;5;Daniel Fila;1;26;9;20;3;7;0;0;3;7;3;6;2;1;3;2;0;0;2;0;0;0
8;3;19;1;1;1;Maozao;1;18,52;7;15;2;6;0;0;2;6;3;3;1;0;1;0;0;0;2;0;0;0
8;3;19;1;1;1;Otavio;1;16,46;0;4;0;2;0;0;0;2;0;0;0;1;1;2;0;0;1;0;2;0
8;3;19;1;1;4;Renato C,;1;3,35;2;5;1;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
8;3;19;1;1;4;Everton;1;2,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;3;19;1;1;3;Gui Deodato;1;1,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;3;19;1;1;5;Diego Dias;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;3;19;1;1;3;Gaúcho;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;3;19;1;1;0;1;1;;88;171;31;64;11;22;20;42;15;21;12;14;26;18;6;3;14;0;9;0
8;19;3;1;2;1;F, Penna;1;34,1;12;34;4;12;2;8;2;4;2;2;1;2;3;6;2;0;4;0;4;0
8;19;3;1;2;3;Deda 1;1;33,57;23;32;8;11;3;5;5;6;4;5;2;2;4;1;0;0;5;0;1;1
8;19;3;1;2;3;Fransargio;1;27,25;6;13;2;5;2;3;0;2;0;0;2;0;2;0;1;0;3;0;1;0
8;19;3;1;2;4;Thomas Gehrke;1;27,13;11;24;5;10;1;4;4;6;0;0;2;3;5;3;0;0;2;0;0;1
8;19;3;1;2;5;Atílio;1;17,1;10;10;5;5;0;0;5;5;0;0;1;2;3;0;0;0;2;0;2;0
8;19;3;1;2;1;Rodrigo 1;1;16,31;6;9;3;4;0;1;3;3;0;0;0;0;0;1;1;0;0;0;0;0
8;19;3;1;2;4;Rafael Mineiro;1;14,46;2;6;1;2;0;0;1;2;0;2;2;1;3;0;1;0;2;0;1;0
8;19;3;1;2;1;Vinícius Gobor;1;14,04;0;7;0;3;0;1;0;2;0;0;0;2;2;3;0;0;1;0;2;0
8;19;3;1;2;6;T, Melazzo;1;9,31;2;4;1;2;0;0;1;2;0;0;0;1;1;0;1;0;1;0;1;0
8;19;3;1;2;5;Mathias;1;5,1;0;2;0;1;0;0;0;1;0;0;1;2;3;0;0;2;2;0;2;0
8;19;3;1;2;6;Arthur;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;19;3;1;2;2;Jefferson;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;19;3;1;2;0;1;1;;72;141;29;55;8;22;21;33;6;9;11;15;26;14;6;2;22;0;14;2
8;3;1;1;1;1;Larry;1;40;22;43;8;16;2;4;6;12;4;7;3;7;10;5;6;1;0;0;2;0
8;3;1;1;1;2;F, Fischer;1;35,2;6;26;2;8;1;6;1;2;1;4;1;1;2;2;1;1;2;0;0;0
8;3;1;1;1;3;Alex 1;1;33,49;20;28;7;10;3;4;4;6;3;4;1;4;5;2;2;1;4;0;0;0
8;3;1;1;1;3;Gaúcho;1;21,16;10;35;3;12;3;9;0;3;1;2;3;1;4;1;2;0;1;0;1;0
8;3;1;1;1;1;Maozao;1;21,07;6;12;2;5;0;0;2;5;2;2;3;3;6;0;0;0;2;0;2;0
